loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,fico_score,dti_computed,loan_to_income,emp_length_years,emp_length_bin,has_delinquency
33600,33600,33600, 36 months,10.78,1096.53,B,B4,Aviation Safety Inspector,8 years,RENT,104000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66583801,,debt_consolidation,Debt consolidation,441xx,OH,14.01,0,2000-11-01,690,694,2,29.0,,14,0,28475,51.8,31,w,0.0,0.0,34309.15,34309.15,33600.0,709.15,0.0,0.0,0.0,2016-03-01,33262.93,,2016-03-01,699,695,0,29.0,1,Individual,,,,0,0,42952,0.0,1.0,0.0,0.0,50.0,14477.0,,1.0,1.0,12992.0,52.0,55000,1.0,0.0,5.0,1,3068,8302.0,75.0,0,0,156.0,181,8,8,1,8.0,,1.0,,1,5,9,6,12,7,13,23,10,14,0.0,0,0,1,96.8,33.3,0,0,92909,42952,33200,37909,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,692.0,14.01,0.3230769230769231,8.0,6-10,0
17925,17925,17925, 60 months,17.27,448.09,D,D3,IT Help Desk Support ,10+ years,OWN,39000.0,Source Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466922,,debt_consolidation,Debt consolidation,432xx,OH,27.78,0,2002-09-01,720,724,1,,,10,0,19614,76.0,21,w,8398.5,8398.5,16984.42,16984.42,9526.5,7457.92,0.0,0.0,0.0,2019-02-01,448.09,2019-04-01,2019-03-01,714,710,0,,1,Individual,,,,0,0,102008,0.0,2.0,0.0,1.0,23.0,19930.0,76.0,0.0,3.0,5426.0,76.0,25800,1.0,6.0,1.0,4,10201,2618.0,78.9,0,0,136.0,156,21,21,4,21.0,,6.0,,0,2,5,3,5,5,7,12,7,10,0.0,0,0,0,100.0,66.7,0,0,122214,39544,12400,26199,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,722.0,27.78,0.4596153846153846,10.0,6-10,0
17475,17475,17475, 36 months,13.99,597.17,C,C4,Software Testing Analyst,2 years,RENT,39750.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68585839,,debt_consolidation,Debt consolidation,604xx,IL,23.58,0,2002-05-01,695,699,0,27.0,,7,0,10987,52.3,13,w,0.0,0.0,15789.65,15789.65,8303.45,3104.2,0.0,4382.0,788.76,2017-09-01,597.17,,2019-02-01,589,585,0,,1,Individual,,,,0,0,32365,0.0,3.0,0.0,1.0,18.0,21378.0,73.0,1.0,2.0,9131.0,64.0,21000,1.0,0.0,3.0,3,5394,10013.0,52.3,0,0,106.0,163,11,11,0,11.0,30.0,11.0,27.0,0,2,2,4,5,6,4,7,2,7,0.0,0,0,1,84.6,0.0,0,0,50240,32365,21000,29240,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,2019-02-01,COMPLETE,2018-01-01,4382.0,44.99,12.0,697.0,23.58,0.439622641509434,2.0,1-2,0
9000,9000,9000, 36 months,8.49,284.07,B,B1,Office Manager,8 years,MORTGAGE,47000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476734,,debt_consolidation,Debt consolidation,346xx,FL,8.43,0,2000-11-01,675,679,0,,,12,0,9747,26.7,22,w,0.0,0.0,10213.625081791,10213.63,9000.0,1213.63,0.0,0.0,0.0,2018-11-01,849.93,,2018-11-01,674,670,0,,1,Individual,,,,0,500,9747,2.0,0.0,0.0,0.0,,0.0,,2.0,5.0,4440.0,27.0,36500,0.0,0.0,0.0,5,812,20142.0,32.2,0,0,,181,5,5,0,5.0,,19.0,,0,6,7,8,15,0,12,22,7,12,0.0,0,0,2,100.0,12.5,0,0,36500,9747,29700,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,677.0,8.43,0.19148936170212766,8.0,6-10,0
12000,12000,12000, 60 months,9.8,253.79,B,B3,Teacher,10+ years,MORTGAGE,65000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506789,,debt_consolidation,Debt consolidation,660xx,KS,23.84,0,2003-11-01,785,789,0,,,18,0,9786,13.4,37,w,0.0,0.0,13842.626405416398,13842.63,12000.0,1842.63,0.0,0.0,0.0,2017-11-01,8529.37,,2017-11-01,819,815,0,,1,Individual,,,,0,0,181540,2.0,6.0,2.0,3.0,1.0,65001.0,61.0,1.0,5.0,7909.0,42.0,73200,0.0,0.0,0.0,8,10086,41055.0,17.1,0,0,127.0,145,4,1,2,4.0,,14.0,,0,2,4,5,10,13,11,22,4,18,0.0,0,0,3,100.0,0.0,0,0,291626,74787,49500,105910,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,787.0,23.84,0.18461538461538463,10.0,6-10,0
4000,4000,4000, 36 months,9.17,127.52,B,B2,Store Manager,2 years,RENT,44500.0,Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506793,,debt_consolidation,Debt consolidation,681xx,NE,15.83,0,2003-09-01,670,674,0,,22.0,4,1,502,4.2,24,w,0.0,0.0,4399.0230701534,4399.02,4000.0,399.02,0.0,0.0,0.0,2017-05-01,2491.31,,2019-01-01,684,680,0,,1,Individual,,,,0,0,7980,1.0,2.0,1.0,1.0,5.0,7478.0,36.0,1.0,2.0,502.0,24.0,12000,0.0,1.0,1.0,3,1995,11498.0,4.2,0,0,147.0,142,9,5,3,9.0,,9.0,,0,1,1,2,5,11,2,10,1,4,0.0,0,0,2,100.0,0.0,1,0,33017,7980,12000,21017,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,672.0,15.83,0.0898876404494382,2.0,1-2,0
10500,10500,10500, 36 months,15.77,367.96,D,D1,Software Engineer,3 years,RENT,70100.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68496036,,credit_card,Credit card refinancing,661xx,KS,8.51,0,2008-08-01,660,664,0,35.0,,5,0,8280,77.4,10,w,0.0,0.0,13048.516847021,13048.52,10500.0,2548.52,0.0,0.0,0.0,2018-05-01,3036.6,,2018-05-01,674,670,0,35.0,1,Individual,,,,0,0,26327,1.0,1.0,1.0,1.0,9.0,18047.0,84.0,2.0,2.0,5706.0,82.0,10700,2.0,0.0,6.0,3,5265,2420.0,77.4,0,0,9.0,88,6,6,0,6.0,35.0,4.0,35.0,2,3,3,4,7,1,4,9,3,5,0.0,0,0,3,80.0,50.0,0,0,32280,26327,10700,21580,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,662.0,8.51,0.14978601997146934,3.0,3-5,0
14000,14000,14000, 36 months,9.8,450.43,B,B3,Master mechanic,4 years,MORTGAGE,100000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68516507,,medical,Medical expenses,439xx,OH,15.97,0,1997-12-01,685,689,0,,,7,0,34250,36.1,14,f,0.0,0.0,16205.3677867613,16205.37,14000.0,2205.37,0.0,0.0,0.0,2019-01-01,450.79,,2019-01-01,709,705,0,,1,Individual,,,,0,6594,451137,0.0,2.0,2.0,2.0,7.0,49789.0,89.0,0.0,0.0,11535.0,69.0,84500,0.0,1.0,1.0,3,64448,22057.0,36.1,0,0,134.0,216,54,7,2,54.0,,7.0,,0,2,3,2,3,6,3,6,3,7,0.0,0,0,2,100.0,0.0,0,0,531602,84039,34500,55842,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,687.0,15.97,0.14,4.0,3-5,0
6000,6000,6000, 36 months,7.91,187.77,A,A5,Road driver,10+ years,MORTGAGE,105000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68377006,,car,Car financing,431xx,OH,14.45,0,2006-05-01,685,689,1,,16.0,9,3,8353,65.3,11,w,0.0,0.0,6753.096794824,6753.1,6000.0,753.1,0.0,0.0,0.0,2019-01-01,187.74,,2019-02-01,649,645,0,,1,Individual,,,,0,0,182893,0.0,3.0,0.0,1.0,19.0,32262.0,60.0,0.0,2.0,1503.0,61.0,12800,3.0,0.0,1.0,3,20321,2953.0,51.6,0,0,103.0,115,19,19,1,83.0,,6.0,,0,3,5,3,3,5,5,5,5,9,0.0,0,0,0,100.0,0.0,0,3,225933,40615,6100,54068,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,687.0,14.45,0.05714285714285714,10.0,6-10,0
16000,16000,16000, 60 months,12.88,363.07,C,C2,Unix System Administrator,10+ years,OWN,90000.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68436917,,home_improvement,Home improvement,064xx,CT,6.39,0,1996-01-01,700,704,0,26.0,,8,0,11594,43.9,17,w,7080.7,7080.7,13768.04,13768.04,8919.3,4848.74,0.0,0.0,0.0,2019-02-01,363.07,2019-04-01,2019-03-01,689,685,0,,1,Individual,,,,0,0,224292,0.0,0.0,0.0,0.0,79.0,0.0,,1.0,3.0,3955.0,44.0,26400,0.0,0.0,0.0,3,28037,6087.0,62.7,0,0,239.0,115,7,7,5,7.0,26.0,,26.0,0,4,5,4,4,4,7,8,5,8,0.0,0,0,1,86.7,25.0,0,0,263351,11594,16300,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,702.0,6.39,0.17777777777777778,10.0,6-10,0
15000,15000,15000, 36 months,9.8,482.61,B,B3,Electronic Branch Manager,3 years,MORTGAGE,92000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416935,,debt_consolidation,Debt consolidation,973xx,OR,13.89,0,2001-11-01,680,684,1,,67.0,7,2,12703,35.2,31,w,0.0,0.0,15415.46,15415.46,15000.0,415.46,0.0,0.0,0.0,2016-04-01,14450.25,,2017-09-01,724,720,0,,1,Individual,,,,0,0,312996,0.0,2.0,2.0,2.0,8.0,40694.0,70.0,1.0,1.0,7045.0,42.0,36100,0.0,3.0,2.0,5,44714,23397.0,35.2,0,0,159.0,169,12,8,6,12.0,,4.0,,0,3,3,4,9,15,4,10,3,7,0.0,0,0,4,100.0,0.0,1,0,347470,53397,36100,47370,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,682.0,13.89,0.16304347826086957,3.0,3-5,0
12000,12000,12000, 36 months,9.17,382.55,B,B2,Registered Veterinary Technitian ,4 years,MORTGAGE,39400.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68606528,,debt_consolidation,Debt consolidation,958xx,CA,26.32,0,2006-09-01,705,709,1,68.0,,18,0,10495,34.6,25,w,0.0,0.0,13277.5661723978,13277.57,12000.0,1277.57,0.0,0.0,0.0,2017-06-01,7172.05,,2019-03-01,794,790,0,,1,Individual,,,,0,0,153211,0.0,2.0,0.0,1.0,18.0,21661.0,68.0,1.0,2.0,2688.0,52.0,30300,0.0,0.0,3.0,3,10214,8209.0,49.6,0,0,110.0,111,12,12,2,40.0,,3.0,68.0,0,4,5,5,6,4,15,19,6,18,0.0,0,0,1,96.0,40.0,0,0,191950,32156,16300,32022,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,707.0,26.32,0.30456852791878175,4.0,3-5,0
10000,10000,10000, 36 months,11.48,329.67,B,B5,Paralegal,2 years,RENT,33000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446820,,debt_consolidation,Debt consolidation,477xx,IN,21.75,0,2009-08-01,710,714,0,,12.0,12,1,8052,35.6,20,w,0.0,0.0,11833.280420796598,11833.28,10000.0,1833.28,0.0,0.0,0.0,2018-12-01,329.46,,2019-03-01,704,700,0,,1,Individual,,,,0,0,23197,1.0,4.0,0.0,0.0,28.0,15145.0,56.0,2.0,6.0,2715.0,47.0,22600,0.0,0.0,1.0,6,1933,12925.0,37.9,0,0,52.0,76,5,5,0,5.0,,2.0,,0,6,7,6,10,4,8,16,7,12,0.0,0,0,2,100.0,33.3,0,1,49732,23197,20800,27132,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,712.0,21.75,0.30303030303030304,2.0,1-2,0
4200,4200,4200, 36 months,13.99,143.53,C,C4,Patrol Officer,2 years,RENT,32000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68356922,,other,Other,377xx,TN,31.02,0,2009-11-01,705,709,2,50.0,,10,0,1294,11.7,16,w,0.0,0.0,5036.3727967842,5036.37,4200.0,836.37,0.0,0.0,0.0,2018-01-01,1743.34,,2018-06-01,634,630,0,60.0,1,Individual,,,,0,0,38865,2.0,6.0,2.0,5.0,1.0,37571.0,89.0,1.0,2.0,173.0,73.0,11100,3.0,3.0,3.0,7,3887,5422.0,3.2,0,0,73.0,72,6,1,0,6.0,,0.0,,1,2,4,2,2,8,4,7,4,10,0.0,0,0,3,87.5,0.0,0,0,53161,38865,5600,42061,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,707.0,31.02,0.13125,2.0,1-2,0
35000,35000,35000, 60 months,20.5,937.06,E,E4,"Director, Human Resources",8 years,MORTGAGE,120000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566702,,debt_consolidation,Debt consolidation,301xx,GA,35.69,1,1994-10-01,700,704,0,3.0,,25,0,13993,32.2,54,w,0.0,0.0,39312.22,39312.22,35000.0,4312.22,0.0,0.0,0.0,2016-08-01,33789.51,,2018-05-01,749,745,0,,1,Individual,,,,0,0,440222,2.0,9.0,2.0,5.0,3.0,223030.0,106.0,0.0,2.0,5063.0,82.0,43400,2.0,0.0,3.0,7,20010,11939.0,33.7,0,0,254.0,115,17,3,3,17.0,,6.0,,0,2,4,5,9,28,13,22,5,25,0.0,0,0,2,98.1,0.0,0,0,498200,240034,18000,211420,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,702.0,35.69,0.2916666666666667,8.0,6-10,1
5475,5475,5475, 36 months,18.99,200.67,E,E1,Captain,10+ years,MORTGAGE,108000.0,Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426668,,debt_consolidation,Debt consolidation,349xx,FL,33.47,4,1999-12-01,670,674,2,15.0,,11,0,3045,41.0,27,w,0.0,0.0,4302.4,4302.4,2504.6,1393.48,0.0,404.32,72.7776,2017-11-01,47.01,,2019-03-01,649,645,0,35.0,1,Individual,,,,0,95,316524,4.0,4.0,2.0,3.0,1.0,118276.0,88.0,3.0,3.0,1086.0,41.0,7450,1.0,0.0,7.0,7,28774,1063.0,62.0,0,0,143.0,192,4,1,2,7.0,20.0,0.0,20.0,0,4,6,3,5,17,6,8,5,11,,0,0,6,78.0,75.0,0,0,337523,121321,4250,134612,,,,,,,,,,,,,,N,INTEREST ONLY-3 MONTHS DEFERRAL,NATURAL_DISASTER,BROKEN,3.0,47.01,2017-09-01,2017-12-01,2017-10-01,3.0,26.0,Late (16-30 days),,3058.14,61.23,Cash,N,,,,,,,672.0,33.47,0.050694444444444445,10.0,6-10,1
16000,16000,16000, 60 months,7.91,323.74,A,A5,Project Supervisor,2 years,MORTGAGE,60000.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68008783,,debt_consolidation,Debt consolidation,323xx,FL,28.58,0,2008-09-01,730,734,0,,,19,0,10034,30.3,22,w,6609.31,6609.31,12284.54,12284.54,9390.69,2893.85,0.0,0.0,0.0,2019-02-01,323.74,2019-04-01,2019-03-01,719,715,0,,1,Individual,,,,0,0,88386,1.0,10.0,1.0,1.0,1.0,78352.0,111.0,0.0,0.0,5603.0,86.0,33100,0.0,0.0,0.0,1,4652,19471.0,31.4,0,0,63.0,87,29,1,0,29.0,,20.0,,0,3,5,7,7,12,9,10,5,19,0.0,0,0,1,100.0,0.0,0,0,103434,88386,28400,70334,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,732.0,28.58,0.26666666666666666,2.0,1-2,0
6000,6000,6000, 36 months,13.44,203.44,C,C3,machine operation ,3 years,OWN,38700.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68603265,,debt_consolidation,Debt consolidation,282xx,NC,23.26,0,1994-11-01,690,694,1,,,4,0,1960,19.2,10,w,0.0,0.0,7282.3656228951,7282.37,6000.0,1282.37,0.0,0.0,0.0,2018-07-01,1393.81,,2018-08-01,639,635,0,,1,Individual,,,,0,133,38464,1.0,2.0,1.0,3.0,3.0,36504.0,91.0,0.0,1.0,1044.0,76.0,10200,8.0,0.0,3.0,4,9616,8240.0,19.2,0,0,98.0,253,15,3,0,15.0,,3.0,,0,2,2,2,2,7,2,3,2,4,0.0,0,0,1,100.0,0.0,0,0,50486,38464,10200,40286,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,692.0,23.26,0.15503875968992248,3.0,3-5,0
24000,24000,24000, 36 months,9.17,765.1,B,B2,Accounting Manager,10+ years,MORTGAGE,75000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68546562,,debt_consolidation,Debt consolidation,029xx,RI,10.11,0,1985-05-01,660,664,3,,47.0,14,1,11763,39.5,25,w,0.0,0.0,27505.011936076,27505.01,24000.0,3505.01,0.0,0.0,0.0,2019-01-01,732.08,,2019-01-01,704,700,0,,1,Individual,,,,0,0,20031,2.0,1.0,0.0,1.0,16.0,8268.0,64.0,2.0,5.0,5200.0,47.0,29800,1.0,0.0,3.0,6,1541,9037.0,55.0,0,0,136.0,367,1,1,3,14.0,,1.0,,0,4,5,5,11,3,13,19,5,13,0.0,0,0,2,100.0,40.0,1,0,42800,20031,20100,13000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,662.0,10.11,0.32,10.0,6-10,0
10000,10000,10000, 36 months,12.88,336.37,C,C2,Truck Driver,< 1 year,RENT,60000.0,Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68387003,,debt_consolidation,Debt consolidation,986xx,WA,3.3,0,2002-09-01,715,719,0,,,5,0,6727,64.1,42,w,0.0,0.0,10665.53,10665.53,10000.0,665.53,0.0,0.0,0.0,2016-07-01,9001.57,,2017-06-01,759,755,0,,1,Individual,,,,0,0,6727,1.0,0.0,2.0,2.0,9.0,0.0,,5.0,9.0,5756.0,64.0,10500,1.0,0.0,3.0,12,1682,2773.0,70.8,0,0,159.0,132,1,1,2,1.0,,7.0,,0,2,2,4,23,4,5,36,3,5,0.0,0,0,7,100.0,33.3,0,0,10500,6727,9500,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,717.0,3.3,0.16666666666666666,0.0,<1,0
6900,6900,6900, 36 months,19.89,256.05,E,E3,Teacher,10+ years,RENT,80000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68453388,,debt_consolidation,Debt consolidation,112xx,NY,9.57,0,2005-06-01,665,669,3,38.0,,10,0,4091,35.9,16,w,0.0,0.0,8990.0228580314,8990.02,6900.0,2090.02,0.0,0.0,0.0,2018-03-01,2607.83,,2019-03-01,664,660,0,38.0,1,Individual,,,,0,0,4091,3.0,0.0,0.0,0.0,46.0,0.0,,7.0,8.0,1179.0,36.0,11400,0.0,0.0,3.0,8,409,3408.0,31.8,0,0,81.0,126,1,1,0,1.0,,1.0,,1,3,8,4,5,3,10,13,8,10,0.0,0,0,7,87.5,25.0,0,0,11400,4091,5000,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,667.0,9.57,0.08625,10.0,6-10,0
22400,22400,22400, 60 months,9.8,473.74,B,B3,CNC Machinist,10+ years,MORTGAGE,48000.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68436772,,credit_card,Credit card refinancing,245xx,VA,28.48,0,2004-10-01,705,709,0,,,9,0,24298,55.7,18,w,9503.79,9503.79,18014.31,18014.31,12896.21,5118.1,0.0,0.0,0.0,2019-03-01,473.74,2019-04-01,2019-03-01,729,725,0,,1,Individual,,,,0,0,35168,0.0,2.0,0.0,0.0,56.0,10870.0,32.0,1.0,2.0,7041.0,45.0,43600,0.0,2.0,0.0,2,3908,19302.0,55.7,0,0,99.0,134,8,8,2,8.0,,23.0,,0,6,6,7,11,3,7,13,6,9,0.0,0,0,1,100.0,57.1,0,0,77566,35168,43600,33966,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,707.0,28.48,0.4666666666666667,10.0,6-10,0
15975,15975,15975, 36 months,16.59,566.3,D,D2,Director,4 years,MORTGAGE,58800.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68356797,,debt_consolidation,Debt consolidation,910xx,CA,20.45,0,1999-06-01,665,669,1,29.0,,11,0,9196,71.8,23,w,0.0,0.0,16765.51,16765.51,15975.0,790.51,0.0,0.0,0.0,2016-04-01,15662.52,,2016-12-01,694,690,0,55.0,1,Individual,,,,0,0,10916,1.0,1.0,0.0,2.0,13.0,1720.0,34.0,2.0,2.0,2417.0,61.0,12800,2.0,0.0,2.0,4,1092,1388.0,83.7,0,0,125.0,198,1,1,1,1.0,30.0,0.0,29.0,1,6,9,6,9,4,10,17,9,11,0.0,0,0,2,59.1,66.7,0,0,17800,10916,8500,5000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,667.0,20.45,0.27168367346938777,4.0,3-5,0
21600,21600,21600, 36 months,13.44,732.38,C,C3,machines,9 years,MORTGAGE,54000.0,Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67799534,,debt_consolidation,Debt consolidation,544xx,WI,17.64,0,2001-06-01,690,694,1,,,9,0,26438,60.8,30,w,0.0,0.0,26325.162513963,26325.16,21600.0,4725.16,0.0,0.0,0.0,2019-01-01,732.18,,2018-12-01,734,730,0,,1,Individual,,,,0,0,143634,0.0,1.0,0.0,1.0,13.0,23747.0,85.0,1.0,1.0,10748.0,70.0,43500,1.0,0.0,1.0,2,17954,14061.0,58.6,0,0,125.0,174,7,7,6,85.0,,1.0,,0,4,5,4,11,4,7,20,5,9,0.0,0,0,1,100.0,50.0,0,0,170474,50185,34000,27974,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,692.0,17.64,0.4,9.0,6-10,0
24000,24000,24000, 60 months,13.99,558.32,C,C4,Pastor,8 years,RENT,82193.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366973,,credit_card,Credit card refinancing,461xx,IN,29.92,0,1999-08-01,695,699,0,,,15,0,14714,48.2,34,w,10781.0,10781.0,21169.53,21169.53,13219.0,7950.53,0.0,0.0,0.0,2019-02-01,558.32,2019-04-01,2019-03-01,644,640,0,,1,Individual,,,,0,599,90362,0.0,2.0,1.0,2.0,9.0,75648.0,80.0,0.0,1.0,6127.0,68.0,30500,1.0,0.0,4.0,3,6024,5729.0,68.2,0,0,196.0,123,23,9,0,35.0,,9.0,,0,5,8,7,11,16,12,18,8,15,0.0,0,0,1,100.0,57.1,0,0,143088,90362,18000,112588,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,697.0,29.92,0.2919956687309138,8.0,6-10,0
14400,14400,14400, 60 months,19.48,377.36,E,E2,GS12,3 years,RENT,73320.0,Source Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68376942,,debt_consolidation,Debt consolidation,136xx,NY,17.02,0,2006-11-01,660,664,0,,,9,0,12105,96.8,19,w,0.0,0.0,2525.45,2525.45,588.54,881.94,0.0,1054.97,189.8946,2016-05-01,377.36,,2018-07-01,569,565,0,,1,Individual,,,,0,67,42894,2.0,2.0,1.0,3.0,5.0,30789.0,96.0,2.0,3.0,2106.0,96.0,12500,0.0,0.0,0.0,6,4766,0.0,101.7,0,0,101.0,109,4,4,0,28.0,,15.0,,0,3,6,3,4,9,7,10,6,9,0.0,0,0,3,100.0,100.0,0,0,44621,42894,5700,32121,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,662.0,17.02,0.19639934533551553,3.0,3-5,0
